filename,text
1_1.wav,সোণালী বলৰ ওপৰত সোণৰ ধাৰ্মিক ক্ৰছ
2_1.wav,গ্লাছ কেণ্ডেল ষ্টেণ্ডত মমবাতি
3_1.wav,টেনিছ কোৰ্টৰ কাষত এখন নীলা দেৱাল
4_1.wav,মিহি কৈ থকা ৰঙা চুলি
5_1.wav,মটৰচাইকেলৰ সন্মুখত মোটোক্ৰছ স্প্ৰিংছ
6_1.wav,এই টেনিছ কোৰ্টখন বালি আৰু ধুলিৰে নিৰ্মিত
7_1.wav,চকীত বহি থকা আদালতৰ পৰিচাৰক
8_1.wav,এটা চূড়াৰ ওপৰত এটা ক্ৰছ
9_1.wav,ক্ৰছটো ক ' লা
0_1.wav,কিতাপ ষ্টেণ্ডত কিতাপৰ এটা গোট
1001_1.wav,তিনিজন খেলুৱৈয়ে হেলমেট পিন্ধি আছে ।
1002_1.wav,এটা অ - ইংৰাজী সংকেত
1003_1.wav,আদালতত দৌৰি থকা খেলুৱৈ
1004_1.wav,আদালতত থকা মহিলাগৰাকী
1005_1.wav,এটা ঘূৰণীয়া কনচাৰ্ট ব্লক
1006_1.wav,প্লেটত ফাষ্ট ফুডৰ সামগ্ৰী
1007_1.wav,দ্বিতীয় গল্প উইন্ডোৰ বাওঁ কোণত ওপৰৰ উইন্ডো পেইন
1008_1.wav,আদালতত সীমা ৰেখা
1009_1.wav,বাওঁফালৰ পৰা দ্বিতীয় কাঠৰ উলম্ব
1000_1.wav,খাদ্য ষ্টেণ্ডত থিয় হৈ থকা এজন ব্যক্তি ।
101_1.wav,দ্বিতীয় মহলালৈ যোৱা মুগা কাঠৰ চিৰি
102_1.wav,বহু নিখুঁত কাপোৰ আৰু সামগ্ৰী
103_1.wav,চাৰিআলিটো অৱৰোধ নকৰিব সংকটৰ ওপৰৰ সোঁ লেনটো সোঁফালে ঘূৰিব লাগে
104_1.wav,মটৰচাইকেলবোৰ দ্ৰুতগতিত গৈ আছে
105_1.wav,খেলুৱৈসকলৰ পিছফালে এটা বেৰ
106_1.wav,ফটোত তাৰিখ
107_1.wav,হোৱাইট লাইন ডিলিমিটেড পেনাল্টি বক্স
108_1.wav,ৰঙা আৰু হালধীয়া বৰ্ণৰ সৈতে সেউজীয়া চিহ্ন
109_1.wav,আধা পাইপ তৈয়াৰ কৰা এটা ৰঙা ধাতুৰ ফ্ৰেম
100_1.wav,লিভিং ৰুমত টিভি আৰু ষ্টেডিয়া
1011_1.wav,এটা নীলা আৰু বগা ক্ৰছ ৱাক চিহ্ন
1012_1.wav,আন এখন বাছৰ দুৱাৰ খোলক
1013_1.wav,মেট্ৰেছৰ তলত ফ্লাৱাৰ বক্স স্প্ৰিংছ
1014_1.wav,জৰিমনা পৰামৰ্শ দিয়া পথৰ চিহ্ন
1015_1.wav,ফলগছৰ ৰেকৰ দ্বিতীয় স্তৰত কমলা আৰু নাশপাতি
1016_1.wav,এজন স্কিয়াৰ ঢালত দ্ৰুতগতিত নামি আহিছে
1017_1.wav,এটা চেডল পেডৰ ওপৰত এটা ইংৰাজী চেডল
1018_1.wav,জিৰাফৰ চাৰিটা ছায়াময় ৰূপ যেন আগলৈ চাই আছে
1019_1.wav,খেলুৱৈসকলৰ পিছফালে লেতেৰা কংক্ৰিটৰ দেৱাল
1010_1.wav,জিৰাফৰ  কাষত গছৰ এটা ষ্টেণ্ড
1021_1.wav,দ্ৰুত গতিত চলি থকা মেট্ৰ ' ৰেল
1022_1.wav,দুয়োজন খেলুৱৈৰ মাজত নেট
1023_1.wav,খেলুৱৈসকলৰ বাওঁ হাতত বেছবল হাতমোজা
1024_1.wav,ফৰাচী কফি শ্বেল্ফত ৰূপালী আৰু ব্লেক প্ৰেছ
1025_1.wav,ফুটপাথত ধূসৰ খণ্ড
1026_1.wav,চমু টেন এণ্টাৰটেইনমেণ্ট ষ্টেণ্ড
1027_1.wav,নাওখন ধৰি থকা এটা কাঠৰ খণ্ড
1028_1.wav,খেলুৱৈসকলৰ কাষত বেৰ
1029_1.wav,ফলৰ ষ্টেণ্ডত কমলা
1020_1.wav,থিয় হ ' বলৈ কেইটামান হাতীয়ে ফটোশ্বপ কৰিছে
1031_1.wav,বিশৃংখল নিশাৰ ষ্টেণ্ড
1032_1.wav,পাতল ৰঙৰ দ্বিতীয় মহলাৰ সৈতে টেন হাউচ
1033_1.wav,টেনিছ কোৰ্টত দুখন বগা চকী
1034_1.wav,এটা ক্ৰছ ৰেলৱে চিহ্ন
1035_1.wav,ইটাত এটা ত্ৰিভুজ গঠন
1036_1.wav,মানুহৰ সৈতে এখন দ্ৰুত নাও
1037_1.wav,ৰাস্তা পাৰ হ ' বলৈ অপেক্ষা কৰি থকা লোকসকল ।
1038_1.wav,পোহৰৰ বাবে টিপিব লগা বুটামটো সংকেতৰ তলত আছে
1039_1.wav,হাতীবোৰ লেতেৰা পথাৰত থিয় হৈ আছে
1030_1.wav,চুৰিৰ সৈতে এটা কছাৰীখণ্ড
1041_1.wav,চিহ্নিত পথচাৰী ক্ৰছ ৱাক
1042_1.wav,পানী দ্ৰুতগতিত বৈ আছে
1043_1.wav,তাৰিখত আগশব্দটো
1044_1.wav,বেঞ্চৰ পিছফালটো কাঠৰ শ্লেটৰে নিৰ্মিত ।
1045_1.wav,বলটোৰ পিছফালে দুজন পুৰুষ খেলুৱৈ আছে
1046_1.wav,পাৱাৰ লাইনবোৰ বতাহত পাৰ হয়
1047_1.wav,পাত্ৰ ষ্টেণ্ডৰ কাষৰ এলেকা
1048_1.wav,বেকগ্ৰণ্ডত ফাষ্ট ফুড
1049_1.wav,এইটো এটা কঠিন হালধীয়া খণ্ড
1040_1.wav,মটৰচাইকেলৰ স্প্ৰিংসমূহ
1051_1.wav,টেনিছ কোৰ্ট বগাৰে চিহ্নিত
1052_1.wav,এটা সেউজীয়া খ্ৰীষ্টমাছ ট্ৰি ষ্টেণ্ড
1053_1.wav,এজন ব্যৱসায়ী ৰাস্তা পাৰ হ ' বলৈ অপেক্ষা কৰি আছে
1054_1.wav,এটা বগা ষ্টেণ্ড মিক্সাৰ
1055_1.wav,সময়ৰ মোহৰ ৰঙা ।
1056_1.wav,ব্ৰকলি কাণ্ডএটাৰ ক্ৰছ চেক্সন
1057_1.wav,ডাগআউটত থকা খেলুৱৈসকল ।
1058_1.wav,টেনিছ কোৰ্টত সেউজীয়া বেৰ
1059_1.wav,কোৰ্টত টেনিছ খেলি থকা ব্যক্তি
1050_1.wav,টেনিছ কোৰ্টত ছাঁ ।
1061_1.wav,দ্বিতীয় মহলাত এটা বাৰান্দা আছে
1062_1.wav,ফলৰ ষ্টেণ্ডত ৰঙা ড্ৰেগন ফল ।
1063_1.wav,বাছৰ দ্বিতীয় চিটত বহি থকা ব্যক্তি
1064_1.wav,ষ্টেণ্ড - আপ লেম্পৰ শৰীৰ ।
1065_1.wav,খেলুৱৈসকল পুৰুষ ।
1066_1.wav,টেনিছ কোৰ্টত এটা বেৰ
1067_1.wav,তাৰিখ বুলি কয়
1068_1.wav,এনিমে চৰিত্ৰৰ সৈতে দেৱালত ওলমি থকা ছবি
1069_1.wav,এটা গ্ৰিল টিপক
1060_1.wav,মানুহজনে ফ্ৰিছবী এটা দলিয়াই দিয়াটো বন্ধ কৰিবলৈ চেষ্টা কৰি আছে
1071_1.wav,টেনিছ কোৰ্টত সেউজীয়া দেৱাল
1072_1.wav,ইংৰাজী ষ্টাইলৰ চেডলত মহিলা
1073_1.wav,ফটো তাৰিখ ষ্টাম্প
1074_1.wav,ফটোগ্ৰাফাৰৰ স্বত্বাধিকাৰ আৰু তাৰিখৰ মোহৰ
1075_1.wav,এজন মানুহ ডকত থিয় হৈ আছে
1076_1.wav,বগা চৰ্ট পিন্ধা দুজন খেলুৱৈ
1077_1.wav,কোৰ্টত টেনিছ খেলি থকা লোকসকল ।
1078_1.wav,চাৰ্ফ বোৰ্ডত এটা নীলা ফাইন ।
1079_1.wav,টেনিছ কোৰ্টত বগা ফুল ফুলে
1070_1.wav,শ্বপিং মলত বাৰ্ড মডেল নিলম্বিত ।
381_1.wav,ডাঙৰ লোমযুক্ত ফৰ্সা লেপ
382_1.wav,বগা টেনিছ কোৰ্টৰ বগা কাষ
383_1.wav,কোণত নাম আৰু তাৰিখ
384_1.wav,মিহি তামৰ বালিৰ ওপৰত হালধীয়া সেউজীয়া ঘাঁহ
385_1.wav,ক্ৰছ কাণ্ট্ৰী স্কিয়িং লিটল কিড
386_1.wav,এটা নেটে আদালতক বিভক্ত কৰে
387_1.wav,ইমান দ্ৰুতগতিত খোজ কঢ়া ব্যক্তিক বন্দী কৰা হয়
388_1.wav,চুৰিখণ্ডটো পূৰণ কৰা হৈছে
389_1.wav,লং ফৰ্ক্স আৰু স্প্ৰিংছ
380_1.wav,ছাইনপোষ্টত চিহ্নসমূহ আৰু ব্লক নম্বৰৰ নামকৰণ কৰা হৈছে
391_1.wav,একেৰাহে দ্বিতীয় কাগজৰ জাননী
392_1.wav,দ্বিতীয় মঞ্জিলত বহা
393_1.wav,এজন ক্ৰছ কাণ্ট্ৰী স্কিয়াৰ তললৈ বেঁকা হৈছে
394_1.wav,টেনিছ কোৰ্টৰ ওপৰেৰে চলি থকা ছাঁ
395_1.wav,খেলুৱৈসকলৰ সন্মুখত কুলাৰ ।
396_1.wav,ভৱনটোৰ ওপৰত কাৰ্টুন চৰিত্ৰ ।
397_1.wav,ষ্টেণ্ডৰ সৈতে ক ' লা চাকি
398_1.wav,নিৰাপত্তা বিষয়াসকলে নিশ্চিত কৰে যে মেলাত সকলো লোক সুৰক্ষিত থাকে
399_1.wav,স্প্ৰিংবোৰ ৰঙৰ ৰূপালী
390_1.wav,ৰঙা আৰু ধূসৰ পোছাক পিন্ধা বেছবল খেলুৱৈসকল
401_1.wav,ইংৰাজীত নথকা এটা বগা আইকন
402_1.wav,ষ্টেণ্ডত কাম কৰা মানুহজন
403_1.wav,টেনিছ কোৰ্টত থিয় হৈ থকা মানুহজন
404_1.wav,খেলুৱৈৰ মণিবন্ধত কলা বেণ্ড
405_1.wav,তলৰ সোঁ কোণত নাম আৰু তাৰিখ ।
406_1.wav,ৰঙা ছেকেণ্ড হেণ্ড
407_1.wav,আদালতত কমলা ৰঙৰ ৰেখা
408_1.wav,পৰ্দাত তাৰিখ
409_1.wav,সূৰ্য অৱৰোধ কৰিবলৈ বেছবল টুপী
400_1.wav,ষ্টিকাৰটো নীলা বগা আৰু মই ভাবো ইয়াক ইংৰাজীত লিখা হৈছে
41_1.wav,ডাগআউটত থকা খেলুৱৈসকল
42_1.wav,ষ্টেণ্ডত এটা বগা মাটকা
43_1.wav,ফটোৰ তাৰিখৰ মোহৰ ।
44_1.wav,পিছফালৰ ভৰিখনে এটা চতুৰ্ভুজ গঠন কৰে
45_1.wav,লাইট গ্ৰীণ টেনিছ কোৰ্ট
46_1.wav,ফুটবল খেলুৱৈৰ ৰঙা চাৰ্ট
47_1.wav,ষ্টেণ্ডত ধূসৰ টেলিভিছন
48_1.wav,এক দ্বিতীয় প্লেট খাদ্য ।
49_1.wav,ডাঠ কাঠৰ ধোৱা ষ্টেণ্ড
40_1.wav,ডাঙৰ ৰূপৰ ৰস টিপক
411_1.wav,গীৰ্জাৰ ওপৰত এটা ক্ৰছ
412_1.wav,টেনিছ কোৰ্টৰ দ্বাৰা সেউজীয়া ঘাঁহ
413_1.wav,কিছুমান ট্ৰেফিক অতি দ্ৰুতগতিত আগবাঢ়ি ছে
414_1.wav,সমগ্ৰ মেলাৰ ওপৰত ডাঙৰ নীলা পতাকা
415_1.wav,আদালতত এটা ফাট
416_1.wav,টেনিছ খেলুৱৈজনৰ হাত আগবঢ়াই ছিল ।
417_1.wav,ৰাস্তাৰ ওচৰত কংক্ৰিট ব্লক ।
418_1.wav,দেৱালত আদালতৰ সংখ্যা ।
419_1.wav,দ্বিতীয় বাছত বগা আখৰৰ সৈতে কাঠৰ চিহ্ন
410_1.wav,বাহিৰত এটা মিচিং চাইডাৰ ব্লক খোলা
421_1.wav,গছৰ শিপা দাঁতিৰ ৰূপত বাহিৰলৈ ওলাই আহিছে
422_1.wav,ষ্টেণ্ডত মাইক্ৰ ' ফোনবোৰ শাৰীবদ্ধ হৈ আছে
423_1.wav,পতাকাৰ ওপৰত থকা বগা ক্ৰছ
424_1.wav,পাৰ্কিং ষ্টলত হালধীয়া ব্লক
425_1.wav,এক্স তৈয়াৰ কৰা এটা চিহ্ন
426_1.wav,দূৰত্বত ভূমি গঠন হয়
427_1.wav,সেউজীয়া আৰু নীলা কোৰ্টত খেল
428_1.wav,ক্ৰীড়াটো ক্ৰছ কাণ্ট্ৰী
429_1.wav,এই দেৱালখনে এটা ষ্টল গঠন কৰে
420_1.wav,হালধীয়া ধাতুৰ ওপৰত এক্সটে ষ্টেম্প
431_1.wav,কাঠৰ ষ্টেণ্ডত এটা চাহ ছেট
432_1.wav,এইখন এখন সংবাদমেল
433_1.wav,দ্বিতীয় বিমানে ধোঁৱাৰ পথ এৰিছে
434_1.wav,ৰাস্তাত বগা চৰিত্ৰ
435_1.wav,ফাষ্ট ফুড খোৱা লোক
436_1.wav,কোণৰ তাৰিখ
437_1.wav,ৰূপালী ক্ৰছ নেকলেস
438_1.wav,এটা পৰ্বতত বৰফৰ খণ্ড
439_1.wav,এটা ৰঙা আৰু বগা কাউণ্টি ফেয়াৰ টেণ্ট
430_1.wav,এটা ধাতু আৰু শিলৰ স্তম্ভই ঘণ্টা আৰু ক্ৰছৰ আধাৰ গঠন কৰে ।
441_1.wav,টেনিছ কোৰ্টত বগা টুপী পিন্ধা মানুহজন
442_1.wav,হালধীয়া টি - চাৰ্ট পিন্ধা এজন মানুহ ভৰি ভাঁজ কৰি বহি আছে
443_1.wav,শাৰীত এটা দীঘল শাখা
444_1.wav,দুটা সূক্ষ্ম সুৰাপানৰ গিলাচ
445_1.wav,সেউজীয়া বেছবল ফিল্ড ত খেলুৱৈআছে
446_1.wav,মানুহজন ক্ৰেইনত থিয় হৈ আছে
447_1.wav,প্লেনৰ কাষত বৰ্ণসমূহ
448_1.wav,ইংলিছ চিটি বাছ অন দা ৰোড
440_1.wav,মেকুৰীএটাৰ ওপৰত দীঘল সূক্ষ্ম গোঁফ
451_1.wav,ৰঙা ক্ৰছ ষ্ট্ৰাইপৰ সৈতে এটা লেতেৰা বগা ডিছ টাৱেল
452_1.wav,দুজন বেছবল খেলুৱৈয়ে ইজনে সিজনৰ সৈতে কথা পাতি আছে
453_1.wav,আদালতত দীঘল নেটৱৰ্ক
454_1.wav,পৃষ্ঠভূমিত ক্ৰছ - কাটলেৰী স্কি কৰা এজন ব্যক্তি
455_1.wav,খেলপথাৰত বেছবল খেলুৱৈ
456_1.wav,হালধীয়া ক্ৰছৰ সৈতে হালধীয়া আৰু ক ' লা খুটা ।
457_1.wav,ৰঙা ক্ৰছৰ সৈতে এটা বগা বাকচ ।
458_1.wav,ব্ৰেড ডো ক্ৰছ - হিচ ডিজাইন
459_1.wav,টেনিছ কোৰ্টত বগা বাউণ্ডেৰী লাইন ।
450_1.wav,নীলা প্লাষ্টিকৰ হট ডগ ষ্টেণ্ড
461_1.wav,দ্বিতীয় মহলাৰ বাৰান্দা
462_1.wav,ফাষ্ট ফুড হট ডগ আৰু পিয়াজৰ আঙুঠি
463_1.wav,সময় তাৰিখৰ মোহৰ তলৰ সোঁফালে আছে
464_1.wav,দ্বিতীয় তাৰিখ চীল
465_1.wav,খেলুৱৈৰ ভৰিৰ তলত সূক্ষ্ম ধূসৰ গ্ৰেভেল
466_1.wav,লেম্প ষ্টেণ্ড লাইট
467_1.wav,এটা পেছাদাৰী টেনিছ কোৰ্ট
468_1.wav,উচ্চ তাৰিখ
469_1.wav,ওপৰত ডাইনোচৰৰ আৰ্হিৰ সৈতে ড্ৰেচাৰ
460_1.wav,নাওখনৰ পিছফালে ঢৌ
471_1.wav,মেলাত মহিলাগৰাকীয়ে মেইডেনৰ পোছাক পিন্ধিছিল
472_1.wav,মঞ্চ সংহতিত পৃথকে যোগ্য
473_1.wav,ট্ৰাকৰ পিছফালে চীনা চৰিত্ৰসমূহ
474_1.wav,দ্ৰুত নীলা আৰু বগা ৰেল
475_1.wav,চাৰ্টত থকা খেলুৱৈজনৰ নাম
476_1.wav,খেলপথাৰত মহাবিদ্যালয়ৰ বেছবল খেলুৱৈসকল ।
477_1.wav,মাটিত নীলা আদালত
478_1.wav,এখন প্লেটত দুটা টোষ্ট কৰা ইংৰাজী মাফিন ।
479_1.wav,চিমেণ্ট ব্লকত মোনা
470_1.wav,টেনিছ কোৰ্টৰ শীৰ্ষ
481_1.wav,কোৰ্টত হালধীয়া টেনিছ বল
482_1.wav,ৰাস্তা পাৰ হ ' বলৈ অপেক্ষা কৰি থকা এজন ব্যক্তি
483_1.wav,টেন ৰঙৰ ইটা খণ্ড দেৱাল
484_1.wav,এটা সৰু সংকেতথকা কাঠৰ ক্ৰছ
485_1.wav,কাৰ্টুন চৰিত্ৰৰ সৈতে এটা ঘড়ী
486_1.wav,মাটিত শিলাময় আৰু আয়তাকাৰ ছিদ্ৰ থকা ব্লক
487_1.wav,টেনিছ কোৰ্টত প্ৰাপ্তবয়স্ক
488_1.wav,কাউণ্টাৰটপত কাঠৰ খণ্ডএটাত চুৰি ।
489_1.wav,আনজন ব্যক্তিৰ ভৰি
480_1.wav,বৰফৰ খণ্ডত ফুল
491_1.wav,ষ্টোভৰ পিছফালে থকা কাঠৰ খণ্ডএটাত চুৰি ।
492_1.wav,এটা ৰঙা বাতৰি কাকতৰ ষ্টেণ্ড
493_1.wav,ক ' লা চালৰ সৈতে মুগা খণ্ড আৰু হোৱাইট হাউচ ।
494_1.wav,ৰেলখনে নিৰপেক্ষ বতৰত ভ্ৰমণ কৰি আছে
495_1.wav,বগা প্লেটত ফাষ্ট ফুড
496_1.wav,বায়ু সেনাৰ পতাকা
497_1.wav,কিছুমান পানীযুক্ত উদ্ভিদৰ গঠন
499_1.wav,শিলৰ খণ্ডত বহি থকা মহিলা
490_1.wav,খাদ্য ষ্টেণ্ডৰ বাবে আৱৰণ
501_1.wav,আদালতৰ নীলা দেৱাল
502_1.wav,এটা কাঠৰ নিশাৰ ষ্টেণ্ড ।
503_1.wav,দেৱালখন চিমেণ্ট ব্লক
504_1.wav,আদালতখন গাঢ় নীলা
505_1.wav,আদালতত মানুহৰ ক ' লা ছাঁ
506_1.wav,টেনিছ কোৰ্টত থিয় হৈ থকা মহিলাসকল
507_1.wav,এটা বক্ৰত এটা সংগীত ষ্টেণ্ড
508_1.wav,টেনিছ কোৰ্টৰ পৰা এটা অপতৃণ উঠিছে
509_1.wav,সামৰিক বিমানৰ নেজত এটা ক্ৰছ আছে ।
500_1.wav,সোঁফালৰ পৰা দ্বিতীয় ফাটা ভেড়া
51_1.wav,ৰঙা বাহনএখনত চীনা জাহাজ
52_1.wav,ব্লু টেনিছ কোৰ্ট এলেকা
53_1.wav,বাহিৰৰ চিমেণ্ট ব্লক ফ্লোৰিং ।
54_1.wav,চিহ্নত এছিয়ান বৰ্ণ থাকে
55_1.wav,টাৱাৰৰ ওপৰত এটা ক্ৰছ চিহ্ন
56_1.wav,মানুহজনে পাৰ হ ' বলৈ অপেক্ষা কৰি আছে
57_1.wav,এজন খেলুৱৈৰ জোতাত নখ
58_1.wav,এয়াৰপ্লেনৰ মডেল থকা এটা সংগ্ৰহালয়
59_1.wav,ফটো এখনত তাৰিখ আৰু সময় চীল
50_1.wav,ভৱনটোৰ বাহিৰত ডাঙৰ বৰ্গ গেটৰ সৈতে কিউব সদৃশ চিমেণ্ট ব্লক
511_1.wav,চাৰিআলি পাৰ হ ' বলৈ অপেক্ষা কৰি থকা দুজন চাইকেল আৰোহী
512_1.wav,নখৰ সৈতে দেৱালত অভিশাপ
513_1.wav,পাকঘৰৰ চিংকত কাঠৰ কছাৰীখণ্ড ।
514_1.wav,তিনিটা ক ' লা জাপানী চৰিত্ৰ
515_1.wav,কোণযুক্ত ষ্টেণ্ডত মাইক্ৰ ' ফোন
516_1.wav,খেলখেলুৱৈসকলৰ মুখত মনোযোগৰ চেহেৰা
517_1.wav,গাড়ীৰ সন্মুখত নীলা ক্ৰছ
518_1.wav,নীলা ৰং দিয়া ৰেলপ্লেটফৰ্মত ৰেখা পাৰ নহয়
519_1.wav,বাহিৰৰ কোৰ্টত টেনিছ খেল চলি আছে
510_1.wav,ষ্টোভত সৰু ডাইনিং প্ৰেছ
521_1.wav,চুৰিৰ কাঠৰ খণ্ড
522_1.wav,মুগা শিলৰ এটা খণ্ড ।
523_1.wav,হালধীয়া পৃষ্ঠভূমিত খেলুৱৈসকলৰ নাম
524_1.wav,বাকচ স্প্ৰিংৰ এটা অফ হোৱাইট ছেট
525_1.wav,বগা পৃষ্ঠভূমিত নীলা বৰ্ণ
526_1.wav,ষ্টেণ্ডত টিভি
527_1.wav,কোৰ্টত হালধীয়া বল ।
528_1.wav,বৈদ্যুতিক তাঁৰ ষ্টেণ্ড
529_1.wav,শিলেৰে নিৰ্মিত ক্ৰছ
520_1.wav,টেনিছ খেলি থকা টেনিছ কোৰ্টত দুজন মানুহ
221_1.wav,কাঠৰ খণ্ডত ক ' লা পাত্ৰ
222_1.wav,শাৰীত দ্বিতীয় চৰাই
223_1.wav,ইংৰাজী পতাকা মুদ্ৰিত ছাতি
224_1.wav,লৰা বাওঁ হাতত মোহৰ
225_1.wav,বৰফৰ খণ্ড ধৰি থকা ব্যক্তি
226_1.wav,ডাঙৰ সেউজীয়া আৰু বেঙুনীয়া টেনিছ কোৰ্ট
227_1.wav,খেলুৱৈসকলৰ ফটো তোলা এজন ব্যক্তি ।
228_1.wav,পিলি সময় আৰু তাৰিখৰ মোহৰ
229_1.wav,এক নিৰপেক্ষ বতৰৰ ডাৱৰ
220_1.wav,প্ৰদৰ্শনীত বতাহত ওলমি থকা কেইবাটাও মডেল
231_1.wav,টেনিছ খেলুৱৈসকলে হাত মিলাইছে
232_1.wav,খেৰৰ খণ্ড
233_1.wav,আদালতৰ পিছফালে এটা অট্টালিকা আছে
234_1.wav,মবাইল লেমোনেড ষ্টেণ্ডৰ গৰাকী
235_1.wav,দ্বিতীয় বেচমেনৰ পিছফালে মেৰু
236_1.wav,টেনিছ এটা পৃথক কৰা নেট
237_1.wav,সূক্ষ্ম চীনেৰে ভৰ্তি এখন মেজ ।
238_1.wav,বৰ্ণবোৰ ওপৰৰ শ্বেল্ফত থকা অবজেক্টবোৰত অংকন কৰা হৈছে
239_1.wav,ঘাঁহনিৰ খেজুৰ গছ
230_1.wav,কমলা তাৰিখ প্ৰিণ্ট
241_1.wav,খেলুৱৈসকলে তেওঁলোকৰ জোতাত ক্লিট পিন্ধি আছে
242_1.wav,সেউজীয়া জোপোহা যি পেডেষ্টেলৰ চাৰিওফালে এটা বৃত্ত গঠন কৰে
243_1.wav,পথচাৰীসকলৰ বাবে ক্ৰছৱাক
244_1.wav,এটা ফাল ইংৰাজীত আছে
245_1.wav,ষ্টেণ্ডত থকা পানীৰ বটল
